"VIDEO","TOTAL_COUNT","UPWARD","DOWNWARD","LATERAL","WINDOW","OVERLAP"
"192_168_4_5-2020-08-27_23-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-02_21-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-18_11-45-01","45.0","13.0","11.0","21.0","13","1"
"192_168_4_5-2020-08-31_11-45-01","69.0","30.0","31.0","8.0","13","1"
"192_168_4_5-2020-09-21_21-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-15_20-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-04_07-45-01","92.0","44.0","38.0","10.0","13","5"
"192_168_4_5-2020-09-05_23-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-17_16-00-02","1363.0","518.0","607.0","238.0","13","5"
"192_168_4_5-2020-09-24_10-00-01","314.0","140.0","155.0","19.0","13","1"
"192_168_4_5-2020-09-09_18-15-01","97.0","24.0","54.0","19.0","13","1"
"192_168_4_5-2020-09-30_12-45-01","785.0","359.0","365.0","61.0","19","1"
"192_168_4_5-2020-08-26_19-15-01","1416.0","572.0","603.0","241.0","19","1"
"192_168_4_5-2020-09-14_21-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-17_17-45-01","1600.0","662.0","729.0","209.0","15","5"
"192_168_4_5-2020-08-31_22-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-08_19-15-01","317.0","134.0","141.0","42.0","15","3"
"192_168_4_5-2020-09-14_23-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-23_22-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-26_17-45-01","2054.0","819.0","877.0","358.0","25","9"
"192_168_4_5-2020-09-29_23-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-10-03_07-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-04_22-30-02","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-15_18-30-01","947.0","378.0","441.0","128.0","19","1"
"192_168_4_5-2020-09-14_20-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-30_09-00-01","90.0","41.0","33.0","16.0","15","1"
"192_168_4_5-2020-09-06_23-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-29_08-00-01","221.0","89.0","96.0","36.0","23","1"
"192_168_4_5-2020-09-05_16-00-01","3801.0","1630.0","1795.0","376.0","13","5"
"192_168_4_5-2020-09-11_17-00-01","701.0","285.0","348.0","68.0","17","1"
"192_168_4_5-2020-10-01_09-30-02","120.0","53.0","54.0","13.0","13","1"
"192_168_4_5-2020-09-08_11-15-01","27.0","12.0","9.0","6.0","13","1"
"192_168_4_5-2020-09-21_13-45-01","1028.0","450.0","435.0","143.0","27","11"
"192_168_4_5-2020-09-28_19-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-26_10-15-01","1559.0","508.0","597.0","454.0","17","5"
"192_168_4_5-2020-09-30_07-30-01","2.0","0.0","1.0","1.0","13","1"
"192_168_4_5-2020-09-28_12-30-01","682.0","308.0","328.0","46.0","21","3"
"192_168_4_5-2020-08-31_09-45-01","55.0","19.0","21.0","15.0","13","1"
"192_168_4_5-2020-09-18_23-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-31_22-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-25_08-15-01","880.0","296.0","332.0","252.0","17","1"
"192_168_4_5-2020-10-01_13-45-01","292.0","134.0","122.0","36.0","23","1"
"192_168_4_5-2020-10-02_17-45-02","72.0","15.0","51.0","6.0","13","1"
"192_168_4_5-2020-09-17_07-15-01","3.0","1.0","2.0","0.0","13","1"
"192_168_4_5-2020-08-28_22-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-27_07-15-01","24.0","5.0","16.0","3.0","13","1"
"192_168_4_5-2020-08-30_18-30-01","381.0","144.0","206.0","31.0","25","7"
"192_168_4_5-2020-09-15_13-30-01","468.0","171.0","173.0","124.0","23","1"
"192_168_4_5-2020-09-13_12-15-01","1507.0","623.0","645.0","239.0","21","3"
"192_168_4_5-2020-10-01_11-45-01","875.0","409.0","398.0","68.0","13","3"
"192_168_4_5-2020-10-02_20-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-21_22-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-28_12-00-01","2719.0","1257.0","1225.0","237.0","17","5"
"192_168_4_5-2020-08-29_11-15-01","1182.0","505.0","536.0","141.0","13","3"
"192_168_4_5-2020-09-26_10-00-02","4.0","0.0","4.0","0.0","13","1"
"192_168_4_5-2020-09-11_15-30-01","1371.0","612.0","667.0","92.0","21","5"
"192_168_4_5-2020-09-24_14-15-02","4338.0","1790.0","1932.0","616.0","25","15"
"192_168_4_5-2020-09-04_09-45-01","96.0","37.0","39.0","20.0","15","1"
"192_168_4_5-2020-10-02_20-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-29_22-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-29_08-30-01","73.0","27.0","35.0","11.0","13","1"
"192_168_4_5-2020-09-18_22-15-02","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-27_17-00-01","1027.0","286.0","288.0","453.0","27","9"
"192_168_4_5-2020-09-16_15-30-02","1268.0","532.0","611.0","125.0","13","3"
"192_168_4_5-2020-09-13_17-15-01","853.0","249.0","524.0","80.0","13","3"
"192_168_4_5-2020-09-18_10-45-01","86.0","43.0","37.0","6.0","13","1"
"192_168_4_5-2020-08-28_16-30-02","600.0","243.0","310.0","47.0","21","1"
"192_168_4_5-2020-08-28_18-30-01","705.0","202.0","255.0","248.0","17","1"
"192_168_4_5-2020-09-13_23-30-02","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-28_07-15-01","11.0","3.0","8.0","0.0","13","1"
"192_168_4_5-2020-09-15_14-15-01","505.0","187.0","219.0","99.0","25","1"
"192_168_4_5-2020-08-27_10-00-01","1442.0","582.0","610.0","250.0","13","5"
"192_168_4_5-2020-09-19_17-15-02","291.0","86.0","124.0","81.0","15","1"
"192_168_4_5-2020-09-10_20-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-16_12-15-01","1114.0","498.0","544.0","72.0","21","5"
"192_168_4_5-2020-09-28_17-30-01","303.0","102.0","158.0","43.0","13","3"
"192_168_4_5-2020-09-12_22-45-02","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-30_17-30-01","568.0","237.0","278.0","53.0","13","3"
"192_168_4_5-2020-09-20_23-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-23_20-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-28_18-30-01","134.0","44.0","66.0","24.0","15","3"
"192_168_4_5-2020-09-24_14-45-01","4482.0","1957.0","1918.0","607.0","25","15"
"192_168_4_5-2020-09-01_22-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-15_13-15-01","1110.0","513.0","501.0","96.0","21","5"
"192_168_4_5-2020-09-18_16-45-01","807.0","322.0","376.0","109.0","13","5"
"192_168_4_5-2020-08-24_11-15-01","1222.0","518.0","503.0","201.0","13","1"
"192_168_4_5-2020-08-28_21-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-01_18-00-01","137.0","48.0","62.0","27.0","27","7"
"192_168_4_5-2020-09-24_15-30-01","653.0","307.0","311.0","35.0","21","1"
"192_168_4_5-2020-09-22_12-15-01","2377.0","1077.0","1072.0","228.0","27","11"
"192_168_4_5-2020-09-14_16-15-01","239.0","84.0","137.0","18.0","13","1"
"192_168_4_5-2020-09-01_14-00-01","963.0","403.0","414.0","146.0","27","7"
"192_168_4_5-2020-09-13_18-15-02","1035.0","386.0","500.0","149.0","17","5"
"192_168_4_5-2020-09-08_08-30-01","92.0","36.0","40.0","16.0","17","3"
"192_168_4_5-2020-09-21_21-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-31_19-30-01","1377.0","576.0","612.0","189.0","13","3"
"192_168_4_5-2020-08-27_11-00-01","1958.0","873.0","884.0","201.0","13","5"
"192_168_4_5-2020-09-19_23-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-17_20-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-02_13-45-01","1114.0","526.0","525.0","63.0","23","1"
"192_168_4_5-2020-08-24_21-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-10-03_08-30-01","148.0","62.0","60.0","26.0","13","5"
"192_168_4_5-2020-09-04_07-15-01","6.0","2.0","4.0","0.0","13","1"
"192_168_4_5-2020-09-29_14-00-01","1027.0","462.0","490.0","75.0","25","13"
"192_168_4_5-2020-09-08_18-00-02","129.0","50.0","58.0","21.0","13","3"
"192_168_4_5-2020-09-15_07-30-01","20.0","7.0","8.0","5.0","13","1"
"192_168_4_5-2020-09-29_07-45-01","33.0","18.0","12.0","3.0","13","1"
"192_168_4_5-2020-10-01_17-30-01","132.0","56.0","53.0","23.0","13","1"
"192_168_4_5-2020-09-23_10-30-01","643.0","280.0","278.0","85.0","13","1"
"192_168_4_5-2020-08-25_14-30-01","4435.0","1983.0","1942.0","510.0","25","15"
"192_168_4_5-2020-09-08_10-30-01","136.0","63.0","59.0","14.0","13","3"
"192_168_4_5-2020-09-17_13-30-01","1216.0","484.0","491.0","241.0","21","5"
"192_168_4_5-2020-09-07_07-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-09_08-00-01","73.0","32.0","34.0","7.0","19","1"
"192_168_4_5-2020-09-09_12-00-01","2445.0","1127.0","1155.0","163.0","25","13"
"192_168_4_5-2020-09-18_13-30-01","42.0","9.0","23.0","10.0","13","1"
"192_168_4_5-2020-08-24_23-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-26_07-45-01","1.0","0.0","0.0","1.0","13","1"
"192_168_4_5-2020-09-05_20-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-13_13-45-01","3381.0","1397.0","1450.0","534.0","25","17"
"192_168_4_5-2020-08-25_09-15-01","19.0","5.0","10.0","4.0","21","1"
"192_168_4_5-2020-09-28_10-30-01","883.0","420.0","401.0","62.0","13","1"
"192_168_4_5-2020-09-17_11-45-01","84.0","32.0","34.0","18.0","13","1"
"192_168_4_5-2020-09-04_11-00-02","105.0","42.0","58.0","5.0","13","1"
"192_168_4_5-2020-09-16_23-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-24_20-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-28_17-15-01","1777.0","731.0","829.0","217.0","27","9"
"192_168_4_5-2020-08-29_21-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-26_23-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-26_20-15-01","53.0","5.0","10.0","38.0","13","1"
"192_168_4_5-2020-08-25_10-30-01","2776.0","1191.0","1209.0","376.0","13","5"
"192_168_4_5-2020-09-16_09-30-02","36.0","16.0","16.0","4.0","13","1"
"192_168_4_5-2020-09-27_20-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-05_08-45-01","59.0","17.0","33.0","9.0","13","1"
"192_168_4_5-2020-09-28_21-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-26_17-30-01","88.0","30.0","45.0","13.0","13","3"
"192_168_4_5-2020-09-16_09-15-02","48.0","20.0","19.0","9.0","13","1"
"192_168_4_5-2020-09-28_15-00-01","1448.0","587.0","614.0","247.0","13","3"
"192_168_4_5-2020-09-20_22-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-27_14-00-01","1041.0","418.0","456.0","167.0","27","1"
"192_168_4_5-2020-09-08_20-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-07_20-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-10_18-00-01","254.0","62.0","180.0","12.0","13","3"
"192_168_4_5-2020-09-29_13-00-01","903.0","347.0","353.0","203.0","21","3"
"192_168_4_5-2020-08-25_15-45-02","2239.0","941.0","953.0","345.0","15","3"
"192_168_4_5-2020-09-14_14-30-01","2132.0","865.0","892.0","375.0","25","9"
"192_168_4_5-2020-09-10_07-15-01","2.0","0.0","1.0","1.0","13","1"
"192_168_4_5-2020-09-07_13-15-01","7923.0","3593.0","3624.0","706.0","25","17"
"192_168_4_5-2020-09-29_23-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-27_19-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-07_12-00-01","1011.0","479.0","477.0","55.0","25","3"
"192_168_4_5-2020-08-24_21-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-23_18-15-01","503.0","152.0","164.0","187.0","17","3"
"192_168_4_5-2020-09-20_19-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-28_11-00-01","741.0","277.0","276.0","188.0","13","3"
"192_168_4_5-2020-09-22_16-45-01","775.0","313.0","345.0","117.0","17","1"
"192_168_4_5-2020-09-21_18-15-01","117.0","27.0","74.0","16.0","13","1"
"192_168_4_5-2020-09-08_21-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-20_21-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-13_14-30-01","1499.0","618.0","691.0","190.0","13","5"
"192_168_4_5-2020-10-03_07-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-23_17-15-01","883.0","318.0","446.0","119.0","13","5"
"192_168_4_5-2020-10-01_09-45-01","85.0","38.0","35.0","12.0","13","1"
"192_168_4_5-2020-09-02_12-45-01","768.0","304.0","334.0","130.0","21","3"
"192_168_4_5-2020-09-24_18-45-01","535.0","197.0","224.0","114.0","17","3"
"192_168_4_5-2020-09-20_17-30-02","377.0","123.0","228.0","26.0","23","3"
"192_168_4_5-2020-09-06_23-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-13_23-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-22_14-30-01","50.0","15.0","22.0","13.0","13","1"
"192_168_4_5-2020-09-08_23-15-02","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-31_15-30-01","87.0","18.0","54.0","15.0","13","1"
"192_168_4_5-2020-08-29_09-15-01","404.0","159.0","188.0","57.0","19","1"
"192_168_4_5-2020-09-20_18-00-01","153.0","34.0","101.0","18.0","13","1"
"192_168_4_5-2020-09-23_22-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-30_11-30-01","1836.0","863.0","856.0","117.0","21","3"
"192_168_4_5-2020-09-27_20-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-18_19-45-02","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-13_08-15-01","121.0","45.0","56.0","20.0","15","5"
"192_168_4_5-2020-09-17_17-00-01","1179.0","435.0","537.0","207.0","15","1"
"192_168_4_5-2020-09-21_23-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-21_16-30-01","1214.0","458.0","520.0","236.0","19","1"
"192_168_4_5-2020-09-19_19-15-02","7.0","2.0","3.0","2.0","13","1"
"192_168_4_5-2020-09-28_08-00-01","106.0","37.0","52.0","17.0","15","5"
"192_168_4_5-2020-09-20_07-45-01","72.0","33.0","30.0","9.0","15","1"
"192_168_4_5-2020-09-12_10-30-02","499.0","219.0","200.0","80.0","13","1"
"192_168_4_5-2020-08-28_19-00-01","1836.0","674.0","831.0","331.0","17","3"
"192_168_4_5-2020-08-30_16-15-01","1570.0","697.0","721.0","152.0","19","1"
"192_168_4_5-2020-08-24_16-30-01","1610.0","607.0","696.0","307.0","19","1"
"192_168_4_5-2020-08-27_07-45-01","400.0","154.0","164.0","82.0","15","5"
"192_168_4_5-2020-09-11_18-45-01","227.0","80.0","120.0","27.0","17","1"
"192_168_4_5-2020-09-12_18-30-01","1663.0","723.0","760.0","180.0","23","3"
"192_168_4_5-2020-08-31_20-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-27_23-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-24_18-00-01","1544.0","517.0","602.0","425.0","21","5"
"192_168_4_5-2020-10-02_20-45-02","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-17_07-45-01","103.0","43.0","48.0","12.0","15","5"
"192_168_4_5-2020-09-06_11-30-01","915.0","393.0","406.0","116.0","15","3"
"192_168_4_5-2020-08-25_16-45-01","1782.0","721.0","765.0","296.0","17","3"
"192_168_4_5-2020-09-10_21-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-21_22-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-27_16-30-01","750.0","332.0","346.0","72.0","13","3"
"192_168_4_5-2020-09-20_16-00-01","1554.0","598.0","688.0","268.0","15","3"
"192_168_4_5-2020-10-01_13-15-02","3119.0","1344.0","1391.0","384.0","15","5"
"192_168_4_5-2020-09-12_19-15-01","583.0","220.0","262.0","101.0","15","1"
"192_168_4_5-2020-09-13_19-15-01","401.0","166.0","182.0","53.0","13","3"
"192_168_4_5-2020-09-08_07-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-28_19-30-02","1481.0","526.0","683.0","272.0","15","3"
"192_168_4_5-2020-08-28_14-30-01","5860.0","2383.0","2490.0","987.0","25","17"
"192_168_4_5-2020-08-26_21-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-24_20-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-29_07-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-10-02_07-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-12_17-00-01","540.0","177.0","247.0","116.0","15","1"
"192_168_4_5-2020-09-06_22-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-20_10-30-01","321.0","146.0","145.0","30.0","13","1"
"192_168_4_5-2020-10-01_12-30-01","362.0","154.0","186.0","22.0","21","5"
"192_168_4_5-2020-10-02_23-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-11_07-45-01","64.0","26.0","31.0","7.0","15","3"
"192_168_4_5-2020-09-28_09-00-02","120.0","50.0","50.0","20.0","13","3"
"192_168_4_5-2020-08-27_20-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-14_13-30-01","556.0","242.0","242.0","72.0","23","3"
"192_168_4_5-2020-08-30_15-15-01","2130.0","927.0","972.0","231.0","25","13"
"192_168_4_5-2020-09-05_20-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-24_08-30-02","1258.0","514.0","471.0","273.0","13","3"
"192_168_4_5-2020-09-03_15-45-01","1274.0","597.0","608.0","69.0","17","1"
"192_168_4_5-2020-09-10_13-30-01","1823.0","753.0","881.0","189.0","25","13"
"192_168_4_5-2020-09-02_13-00-01","907.0","399.0","435.0","73.0","25","7"
"192_168_4_5-2020-08-29_18-00-01","1547.0","644.0","782.0","121.0","25","13"
"192_168_4_5-2020-08-30_11-00-01","977.0","426.0","401.0","150.0","13","3"
"192_168_4_5-2020-09-21_07-30-01","24.0","7.0","8.0","9.0","13","1"
"192_168_4_5-2020-09-09_11-45-01","703.0","266.0","289.0","148.0","13","1"
"192_168_4_5-2020-09-05_18-30-01","1956.0","810.0","846.0","300.0","21","3"
"192_168_4_5-2020-09-24_12-15-02","2897.0","1294.0","1285.0","318.0","25","9"
"192_168_4_5-2020-09-06_09-15-01","93.0","38.0","39.0","16.0","15","3"
"192_168_4_5-2020-08-29_22-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-30_10-00-01","1351.0","641.0","631.0","79.0","13","3"
"192_168_4_5-2020-09-24_23-30-02","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-08_21-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-23_12-45-01","201.0","90.0","92.0","19.0","25","5"
"192_168_4_5-2020-09-15_23-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-03_17-30-01","703.0","255.0","375.0","73.0","25","7"
"192_168_4_5-2020-09-14_14-00-01","2332.0","991.0","1013.0","328.0","27","11"
"192_168_4_5-2020-09-15_07-15-01","2.0","1.0","1.0","0.0","13","1"
"192_168_4_5-2020-08-30_11-15-01","1080.0","467.0","497.0","116.0","13","3"
"192_168_4_5-2020-09-30_16-15-01","431.0","193.0","203.0","35.0","15","3"
"192_168_4_5-2020-09-12_20-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-27_18-30-01","123.0","48.0","60.0","15.0","13","3"
"192_168_4_5-2020-09-16_13-00-01","636.0","274.0","330.0","32.0","25","1"
"192_168_4_5-2020-08-26_07-15-01","329.0","154.0","143.0","32.0","13","1"
"192_168_4_5-2020-09-03_07-30-01","29.0","12.0","14.0","3.0","13","1"
"192_168_4_5-2020-09-14_14-45-01","1359.0","616.0","669.0","74.0","25","1"
"192_168_4_5-2020-10-01_12-15-01","1134.0","509.0","500.0","125.0","21","3"
"192_168_4_5-2020-09-14_16-30-01","902.0","302.0","466.0","134.0","13","3"
"192_168_4_5-2020-09-26_12-00-01","49.0","15.0","21.0","13.0","13","1"
"192_168_4_5-2020-09-03_14-30-01","960.0","398.0","416.0","146.0","27","3"
"192_168_4_5-2020-08-24_11-00-01","1324.0","530.0","554.0","240.0","13","1"
"192_168_4_5-2020-08-30_22-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-29_14-15-01","1191.0","535.0","484.0","172.0","21","5"
"192_168_4_5-2020-09-29_23-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-17_15-30-01","949.0","360.0","405.0","184.0","13","3"
"192_168_4_5-2020-09-15_10-15-01","192.0","85.0","95.0","12.0","13","1"
"192_168_4_5-2020-08-31_13-45-01","483.0","121.0","304.0","58.0","15","1"
"192_168_4_5-2020-09-07_17-45-01","534.0","228.0","252.0","54.0","23","1"
"192_168_4_5-2020-09-28_13-15-01","1943.0","793.0","847.0","303.0","15","3"
"192_168_4_5-2020-09-30_09-15-02","45.0","18.0","25.0","2.0","13","1"
"192_168_4_5-2020-09-09_18-30-01","168.0","53.0","90.0","25.0","13","1"
"192_168_4_5-2020-09-24_17-15-01","445.0","189.0","210.0","46.0","17","1"
"192_168_4_5-2020-09-23_15-00-01","984.0","360.0","451.0","173.0","19","1"
"192_168_4_5-2020-09-05_08-00-01","57.0","24.0","27.0","6.0","15","3"
"192_168_4_5-2020-09-26_10-30-01","51.0","17.0","25.0","9.0","17","1"
"192_168_4_5-2020-09-27_20-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-14_11-30-01","21.0","11.0","8.0","2.0","13","1"
"192_168_4_5-2020-09-17_14-30-01","2328.0","1033.0","1048.0","247.0","15","5"
"192_168_4_5-2020-09-07_21-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-20_21-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-11_15-15-01","1167.0","491.0","562.0","114.0","25","7"
"192_168_4_5-2020-09-30_20-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-28_16-00-01","1713.0","641.0","699.0","373.0","21","3"
"192_168_4_5-2020-08-26_19-45-01","2034.0","795.0","855.0","384.0","17","5"
"192_168_4_5-2020-09-27_16-45-02","47.0","15.0","17.0","15.0","13","1"
"192_168_4_5-2020-09-17_21-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-03_11-15-01","130.0","36.0","86.0","8.0","13","1"
"192_168_4_5-2020-09-28_15-15-01","712.0","297.0","277.0","138.0","13","3"
"192_168_4_5-2020-09-13_15-00-01","2085.0","899.0","885.0","301.0","15","5"
"192_168_4_5-2020-09-25_20-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-21_23-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-22_07-30-02","12.0","1.0","3.0","8.0","13","1"
"192_168_4_5-2020-08-25_18-00-01","1475.0","619.0","627.0","229.0","19","1"
"192_168_4_5-2020-09-30_13-00-01","817.0","332.0","338.0","147.0","21","3"
"192_168_4_5-2020-09-24_21-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-02_22-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-11_16-45-01","1132.0","438.0","572.0","122.0","13","5"
"192_168_4_5-2020-08-25_12-45-01","8408.0","3426.0","3752.0","1230.0","25","17"
"192_168_4_5-2020-09-15_09-30-02","41.0","11.0","18.0","12.0","13","1"
"192_168_4_5-2020-09-02_09-15-01","79.0","28.0","40.0","11.0","13","1"
"192_168_4_5-2020-09-26_09-30-01","74.0","35.0","23.0","16.0","17","3"
"192_168_4_5-2020-09-30_21-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-25_13-45-01","2853.0","1186.0","1213.0","454.0","25","13"
"192_168_4_5-2020-09-20_08-45-02","183.0","75.0","87.0","21.0","13","5"
"192_168_4_5-2020-09-08_21-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-07_20-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-27_08-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-26_18-15-01","5520.0","1800.0","2401.0","1319.0","25","17"
"192_168_4_5-2020-09-15_16-00-01","1180.0","458.0","497.0","225.0","15","1"
"192_168_4_5-2020-10-01_08-30-01","53.0","20.0","26.0","7.0","17","1"
"192_168_4_5-2020-09-22_09-45-01","69.0","16.0","41.0","12.0","13","1"
"192_168_4_5-2020-09-28_22-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-14_11-15-01","849.0","353.0","373.0","123.0","15","3"
"192_168_4_5-2020-08-30_13-15-01","1465.0","652.0","677.0","136.0","21","3"
"192_168_4_5-2020-09-05_10-30-01","610.0","229.0","268.0","113.0","15","1"
"192_168_4_5-2020-09-19_21-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-09-27_10-15-01","875.0","408.0","423.0","44.0","13","1"
"192_168_4_5-2020-09-30_15-30-01","2070.0","969.0","987.0","114.0","13","5"
"192_168_4_5-2020-08-29_20-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-08-24_16-45-01","1383.0","542.0","599.0","242.0","19","1"
"192_168_4_5-2020-09-14_10-15-01","370.0","171.0","183.0","16.0","13","1"
"192_168_4_5-2020-09-11_18-30-01","1536.0","637.0","720.0","179.0","21","3"
"192_168_4_5-2020-09-16_15-45-01","1919.0","770.0","839.0","310.0","15","5"
"192_168_4_5-2020-09-18_15-15-01","779.0","328.0","349.0","102.0","13","3"
"192_168_4_5-2020-09-28_10-00-01","1256.0","599.0","615.0","42.0","13","3"
"192_168_4_5-2020-09-25_07-30-01","2.0","1.0","1.0","0.0","13","1"
