date_time,station_id,rh,eto,etr,rso,ea_avg,precip,rh_max,rh_min,rh_tmn,rh_tmx,td_avg,td_max,td_min,td_tmn,td_tmx,co2_avg,ppf_avg,solarmj,wet_pct,airt_avg,airt_max,airt_min,airt_tmn,airt_tmx,lwdn_avg,lwup_avg,pressure,swdn_avg,swup_avg,windd_sd,windd_avg,winds_avg,winds_max,winds_tmx,netrad_avg,fan_rmp_avg,visibilitymiles,batt_volt_min,surfacet1_avg,surfacet2_avg,visibilitymiles_avg,pressurekpasealevel
"2020-06-28 07:59:59",1279257,61,0.004,0.004,1.379,1.219,0.000,66,55,28JUN2020:07:00:01,28JUN2020:07:32:31,49.8,51.6,46.8,28JUN2020:07:00:01,28JUN2020:07:29:14,437.5,506.3,0.8970,0,62.4,64.4,61.3,28JUN2020:07:49:02,28JUN2020:07:12:22,411.6,368.8,84.6,53.72,251,41,296,2.237,7.158,28JUN2020:07:24:46,154.5,4421,19.884,12.48,65.3,66.7,18.641,99.9
"2020-06-28 08:59:59",1279257,66,0.007,0.008,2.053,1.243,0.000,70,61,28JUN2020:08:06:51,28JUN2020:08:53:21,50.4,51.8,48.7,28JUN2020:08:11:44,28JUN2020:08:55:04,429.0,634.7,1.1070,0,60.8,62.8,59.5,28JUN2020:08:25:52,28JUN2020:08:03:02,414.5,365.2,84.6,67.42,308.5,36,296,2.684,8.277,28JUN2020:08:44:58,191.9,4524,17.958,12.74,66.0,68.4,18.579,99.9
"2020-06-28 09:59:59",1279257,68,0.008,0.009,2.646,1.319,0.000,70,66,28JUN2020:09:59:51,28JUN2020:09:16:11,52.0,52.9,50.7,28JUN2020:09:00:14,28JUN2020:09:50:24,426.0,835,1.4360,0,61.5,63.3,60.1,28JUN2020:09:28:42,28JUN2020:09:53:32,423.5,368.8,84.5,88.1,405.7,69,331,2.237,8.053,28JUN2020:09:12:21,262.9,4631,19.635,13.23,70.2,71.1,18.455,99.8
"2020-06-28 10:59:59",1279257,65,0.010,0.011,3.104,1.321,0.000,68,61,28JUN2020:10:59:41,28JUN2020:10:18:41,52.0,53.4,50.9,28JUN2020:10:22:54,28JUN2020:10:52:54,427.4,692.1,1.2020,0,62.6,65.3,61.0,28JUN2020:10:13:52,28JUN2020:10:59:52,423.6,375,84.5,71.78,331.2,63,338,1.790,5.592,28JUN2020:10:06:46,210.8,4608,19.884,12.86,70.5,70.2,18.144,99.7
"2020-06-28 11:59:59",1279257,59,0.009,0.010,3.407,1.321,0.000,64,55,28JUN2020:11:54:41,28JUN2020:11:25:41,52.0,54.5,50.7,28JUN2020:11:16:24,28JUN2020:11:46:04,426.4,1552,2.5900,0,64.9,69.6,62.8,28JUN2020:11:07:12,28JUN2020:11:59:12,450.6,374.9,84.4,154.2,755.1,65,339,2.461,9.843,28JUN2020:11:57:54,525.2,4620,19.884,13.19,79.7,79.5,17.895,99.7
"2020-06-28 12:59:59",1279257,54,0.019,0.020,3.527,1.331,0.000,60,49,28JUN2020:12:59:51,28JUN2020:12:03:41,52.2,54.9,51.1,28JUN2020:12:59:54,28JUN2020:12:03:44,418.6,2052,3.3900,0,68.7,72.1,65.1,28JUN2020:12:08:12,28JUN2020:12:27:32,465.1,372.8,84.3,201.1,1012,67,26,3.803,12.303,28JUN2020:12:52:52,718.8,4605,19.884,13.15,84.7,83.1,17.585,99.5
"2020-06-28 13:59:59",1279257,48,0.024,0.027,3.448,1.280,0.000,51,46,28JUN2020:13:44:51,28JUN2020:13:05:51,51.1,52.3,49.6,28JUN2020:13:59:04,28JUN2020:13:35:44,417.7,1817,3.0060,0,69.8,73.4,67.3,28JUN2020:13:58:42,28JUN2020:13:35:22,459.4,379.1,84.2,183.7,898,65,26,4.250,14.764,28JUN2020:13:13:15,634.2,4604,17.398,13.13,81.5,81.1,17.833,99.4
"2020-06-28 14:59:59",1279257,51,0.022,0.025,3.186,1.151,0.000,55,47,28JUN2020:14:24:41,28JUN2020:14:59:01,48.2,50.0,46.0,28JUN2020:14:56:54,28JUN2020:14:21:04,419.8,937,1.5840,0,65.8,70.7,61.3,28JUN2020:14:59:52,28JUN2020:14:20:32,425.9,380.3,84.3,97.6,456.3,80,27,5.145,22.593,28JUN2020:14:48:21,313.1,4601,16.777,12.77,69.6,69.6,17.958,99.5
"2020-06-28 15:59:59",1279257,58,0.013,0.015,2.761,1.013,0.000,64,53,28JUN2020:15:59:51,28JUN2020:15:38:01,45.0,46.8,43.0,28JUN2020:15:57:54,28JUN2020:15:15:14,421.8,618.1,1.0770,0,59.0,62.6,56.8,28JUN2020:15:40:32,28JUN2020:15:00:12,398.2,372.4,84.3,69.15,290.6,76,20,5.816,21.922,28JUN2020:15:11:44,195.6,4571,15.161,12.65,60.8,,15.348,99.6
"2020-06-28 16:59:59",1279257,54,0.008,0.011,2.198,0.947,0.000,58,51,28JUN2020:16:18:01,28JUN2020:16:49:41,43.2,44.6,41.9,28JUN2020:16:59:54,28JUN2020:16:02:44,421.3,687.1,1.1830,0,58.6,61.5,55.9,28JUN2020:16:57:42,28JUN2020:16:01:52,400.3,370.3,84.3,76.99,337.5,67,18,6.040,22.817,28JUN2020:16:00:46,230.4,4567,17.771,12.6,61.3,,17.461,99.6
"2020-06-28 17:59:59",1279257,60,0.008,0.011,1.539,0.911,0.000,62,57,28JUN2020:17:00:01,28JUN2020:17:17:31,42.1,43.7,40.8,28JUN2020:17:59:54,28JUN2020:17:17:44,423.2,206.4,0.3580,0,55.8,57.4,54.0,28JUN2020:17:59:22,28JUN2020:17:04:12,380,364.4,84.5,20.32,97.5,69,359,4.698,16.330,28JUN2020:17:47:01,61.51,4424,19.014,12.43,54.9,,15.348,99.7
"2020-06-28 18:59:59",1279257,71,0.004,0.005,0.845,1.007,0.039,83,59,28JUN2020:18:02:01,28JUN2020:18:59:51,44.8,46.0,40.5,28JUN2020:18:02:04,28JUN2020:18:27:04,425.5,25.92,0.0510,0,51.6,55.0,49.5,28JUN2020:18:56:32,28JUN2020:18:02:42,370.2,364.5,84.6,4.86,8.75,67,10,3.803,14.764,28JUN2020:18:04:10,-1.789,4360,2.299,12.35,51.6,,12.925,99.8
"2020-06-28 19:59:59",1279257,85,0.001,0.002,0.223,1.007,0.020,86,83,28JUN2020:19:01:41,28JUN2020:19:11:51,44.8,46.0,43.7,28JUN2020:19:51:44,28JUN2020:19:11:54,427.2,3.527,0.0110,0,48.9,50.9,47.8,28JUN2020:19:44:22,28JUN2020:19:01:52,363.8,358.3,84.7,2.715,1.14,63,36,4.250,16.106,28JUN2020:19:52:06,-7.043,4340,16.342,12.29,49.5,,15.596,100.0
"2020-06-28 20:59:59",1279257,86,0.000,0.000,0.001,0.991,0.004,89,84,28JUN2020:20:02:41,28JUN2020:20:59:51,44.2,45.0,43.7,28JUN2020:20:56:14,28JUN2020:20:16:24,430.3,-3.375,0.0000,0,47.8,49.1,46.4,28JUN2020:20:57:32,28JUN2020:20:12:52,361.8,355.9,84.9,1.853,0,76,22,3.355,15.659,28JUN2020:20:03:00,-7.778,4330,15.907,12.28,48.9,,18.330,100.2
"2020-06-28 21:59:59",1279257,90,0.000,0.000,0,0.963,0.031,92,88,28JUN2020:21:04:41,28JUN2020:21:56:01,43.5,44.1,42.8,28JUN2020:21:58:44,28JUN2020:21:29:34,429.8,-3.598,0.0000,0,45.7,47.5,44.1,28JUN2020:21:57:42,28JUN2020:21:06:32,357.7,351.5,85.0,1.466,0,70,8,3.355,12.751,28JUN2020:21:20:11,-7.717,4317,6.524,12.27,47.7,,12.738,100.4
"2020-06-28 23:59:59",1279257,94,0.000,0.000,0,0.859,0.047,96,93,28JUN2020:23:19:51,28JUN2020:23:55:01,40.6,41.5,39.9,28JUN2020:23:53:24,28JUN2020:23:02:34,429.8,-3.598,0.0000,0,41.5,43.3,40.3,28JUN2020:23:46:52,28JUN2020:23:01:12,349.4,341.3,85.1,1.136,0,53,317,2.237,6.487,28JUN2020:23:12:03,-9.19,4290,6.587,12.19,44.8,-18.0,8.823,100.4
"2020-06-29 00:59:59",1279257,96,0.000,-0.001,0,0.853,0.028,96,95,29JUN2020:00:20:31,29JUN2020:00:39:11,40.5,40.8,40.1,29JUN2020:00:22:14,29JUN2020:00:15:14,429.6,-3.597,0.0000,0,41.2,42.4,40.5,29JUN2020:00:19:52,29JUN2020:00:22:12,348.2,339.8,85.1,1.276,0,42,322,2.013,5.592,29JUN2020:00:04:35,-9.71,4277,5.157,12.19,44.4,3.4,8.016,100.4
"2020-06-29 01:59:59",1279257,96,0.000,-0.001,0,0.873,0.075,96,95,29JUN2020:01:24:01,29JUN2020:01:54:01,41.0,41.9,40.3,29JUN2020:01:05:44,29JUN2020:01:58:34,432.0,-3.598,0.0000,0,41.9,43.0,40.8,29JUN2020:01:02:22,29JUN2020:01:56:22,348.6,341,85.1,1.414,0,63,204,1.118,4.250,29JUN2020:01:59:23,-9.03,4272,4.039,12.13,44.6,24.3,6.524,100.5
"2020-06-29 02:59:59",1279257,95,-0.001,-0.001,0,0.881,0.024,96,94,29JUN2020:02:56:01,29JUN2020:02:09:51,41.2,41.7,40.6,29JUN2020:02:48:54,29JUN2020:02:39:04,430.4,-3.599,0.0000,0,42.3,43.9,41.5,29JUN2020:02:00:01,29JUN2020:02:51:52,349.2,341.8,85.1,1.543,0,69,238,1.118,3.803,29JUN2020:02:46:45,-8.93,4266,15.659,12.13,44.6,57.0,15.596,100.4
"2020-06-29 03:59:59",1279257,93,-0.001,-0.001,0,0.879,0.008,94,92,29JUN2020:03:53:41,29JUN2020:03:00:21,41.2,41.7,40.6,29JUN2020:03:53:54,29JUN2020:03:33:24,433.4,-3.599,0.0000,0,43.0,44.1,42.1,29JUN2020:03:01:22,29JUN2020:03:41:32,351.1,342.7,85.1,1.949,0,54,309,1.118,4.250,29JUN2020:03:19:40,-10.42,4264,9.507,12.12,45.3,60.3,17.833,100.4
"2020-06-29 04:59:59",1279257,92,-0.001,-0.001,0,0.880,0.024,93,91,29JUN2020:04:15:51,29JUN2020:04:56:41,41.2,42.1,40.5,29JUN2020:04:15:54,29JUN2020:04:59:34,435.9,-3.26,0.0010,0,43.2,44.4,42.3,29JUN2020:04:08:32,29JUN2020:04:56:12,351.6,343.1,85.1,1.996,0.013,59,308,0.895,4.474,29JUN2020:04:50:29,-10.43,4263,19.884,12.1,45.5,58.5,15.659,100.5
"2020-06-29 05:59:59",1279257,93,0.000,0.000,0.131,0.892,0.020,94,91,29JUN2020:05:47:21,29JUN2020:05:25:01,41.5,42.1,41.0,29JUN2020:05:46:14,29JUN2020:05:30:04,437.6,9.87,0.0270,0,43.3,44.4,42.3,29JUN2020:05:38:22,29JUN2020:05:24:42,352.6,344.4,85.2,3.229,5.655,72,25,1.118,5.816,29JUN2020:05:01:21,-5.801,4261,12.925,12.13,45.9,43.9,15.969,100.6
"2020-06-29 06:59:59",1279257,92,0.000,0.000,0.7090001,0.879,0.020,93,91,29JUN2020:06:56:01,29JUN2020:06:37:41,41.2,41.5,40.5,29JUN2020:06:58:44,29JUN2020:06:37:44,435.8,73.51,0.1400,0,43.2,44.4,42.3,29JUN2020:06:54:32,29JUN2020:06:53:42,354.6,345,85.2,9.27,34,53,290,1.118,3.803,29JUN2020:06:12:43,15.12,4269,8.886,12.13,46.6,32.7,13.608,100.6
"2020-06-29 07:59:59",1279257,91,0.001,0.001,1.401,0.879,0.012,92,90,29JUN2020:07:15:01,29JUN2020:07:57:01,41.2,42.3,40.5,29JUN2020:07:15:04,29JUN2020:07:57:14,435.6,142.8,0.2660,0,43.3,45.5,42.4,29JUN2020:07:30:42,29JUN2020:07:56:22,358.7,346.9,85.3,16.21,65.56,65,267,0.895,3.579,29JUN2020:07:46:34,37.58,4289,13.794,12.14,48.2,1.4,15.845,100.7
"2020-06-29 08:59:59",1279257,88,0.002,0.002,2.081,0.895,0.000,91,85,29JUN2020:08:59:51,29JUN2020:08:02:41,41.7,42.6,40.8,29JUN2020:08:59:54,29JUN2020:08:50:24,430.0,321.2,0.5820,0,44.2,46.6,43.0,29JUN2020:08:30:02,29JUN2020:08:49:32,367.6,353.2,85.3,33.74,148.4,58,286,1.118,4.921,29JUN2020:08:30:13,100.2,4370,18.828,12.35,51.1,-62.1,18.641,100.7
"2020-06-29 09:59:59",1279257,80,0.004,0.004,2.681,0.859,0.000,86,74,29JUN2020:09:59:31,29JUN2020:09:01:41,40.6,42.6,39.2,29JUN2020:09:26:14,29JUN2020:09:56:14,425.3,528.7,0.9120,0,45.7,48.9,43.7,29JUN2020:09:07:02,29JUN2020:09:55:42,377.5,361,85.4,54.24,246.1,67,281,1.342,5.145,29JUN2020:09:35:53,175.4,4487,16.963,12.61,54.7,,19.511,100.8
"2020-06-29 10:59:59",1279257,74,0.006,0.006,3.159,0.852,0.000,78,71,29JUN2020:10:48:11,29JUN2020:10:12:01,40.5,41.7,39.4,29JUN2020:10:08:14,29JUN2020:10:12:34,423.1,502.6,0.8820,0,47.3,49.5,45.5,29JUN2020:10:05:12,29JUN2020:10:35:02,382,368.3,85.4,52.58,237.3,66,291,1.790,6.263,29JUN2020:10:26:46,171,4521,19.884,12.83,55.9,,19.076,100.8
"2020-06-29 11:59:59",1279257,74,0.006,0.006,3.469,0.846,0.004,79,69,29JUN2020:11:56:41,29JUN2020:11:36:51,40.3,41.5,38.8,29JUN2020:11:56:24,29JUN2020:11:52:14,423.6,448.5,0.7750,0,47.1,49.3,45.3,29JUN2020:11:34:22,29JUN2020:11:51:52,375.3,362.4,85.4,45.41,203.6,75,20,2.013,9.619,29JUN2020:11:23:19,145.3,4512,16.094,12.86,54.7,,16.715,100.9
"2020-06-29 12:59:59",1279257,74,0.005,0.006,3.588,0.839,0.000,79,70,29JUN2020:12:08:01,29JUN2020:12:29:21,39.9,41.4,38.5,29JUN2020:12:09:54,29JUN2020:12:34:04,424.9,438.4,0.7520,0,46.9,48.6,45.7,29JUN2020:12:22:32,29JUN2020:12:40:32,376,363.3,85.5,44.36,201.5,56,338,2.461,8.500,29JUN2020:12:26:37,144.3,4523,19.884,12.72,55.2,,19.076,100.9
"2020-06-29 13:59:59",1279257,63,0.005,0.006,3.511,0.874,0.000,73,53,29JUN2020:13:48:01,29JUN2020:13:02:01,41.0,46.0,38.8,29JUN2020:13:47:54,29JUN2020:13:26:44,422.3,1865,3.2020,0,51.4,59.0,46.9,29JUN2020:13:00:22,29JUN2020:13:26:22,424.2,400,85.4,198.5,948,68,79,2.684,12.303,29JUN2020:13:03:59,725.4,4651,19.884,13.3,72.7,,18.455,100.9
"2020-06-29 14:59:59",1279257,48,0.018,0.020,3.238,0.780,0.000,58,39,29JUN2020:14:57:41,29JUN2020:14:08:21,38.1,42.8,33.1,29JUN2020:14:57:44,29JUN2020:14:08:24,421.5,1817,3.0890,0,55.6,59.7,52.7,29JUN2020:14:00:01,29JUN2020:14:59:22,436.9,341,85.4,197.8,926,74,234,2.461,8.948,29JUN2020:14:48:02,631.8,4633,17.088,13.24,73.9,77.2,18.703,100.8
"2020-06-29 15:59:59",1279257,44,0.019,0.021,2.809,0.715,0.000,49,39,29JUN2020:15:37:11,29JUN2020:15:58:11,36.0,39.6,34.2,29JUN2020:15:37:14,29JUN2020:15:09:44,421.8,1314,2.2880,0,56.8,60.1,54.3,29JUN2020:15:06:42,29JUN2020:15:38:42,425.7,341.4,85.4,153.9,672,66,264,2.461,8.500,29JUN2020:15:35:13,433.7,4623,15.037,12.92,69.1,73.0,18.641,100.8
"2020-06-29 16:59:59",1279257,42,0.014,0.016,2.235,0.731,0.000,46,38,29JUN2020:16:21:41,29JUN2020:16:38:41,36.5,39.0,33.8,29JUN2020:16:23:14,29JUN2020:16:16:44,423.0,971,1.7130,0,57.7,60.8,55.4,29JUN2020:16:00:22,29JUN2020:16:51:22,416,328.7,85.4,123.8,501.8,68,296,2.237,7.382,29JUN2020:16:32:51,290.7,4573,19.449,12.7,66.0,68.5,19.138,100.8
"2020-06-29 17:59:59",1279257,45,0.010,0.012,1.558,0.757,0.000,51,39,29JUN2020:17:40:21,29JUN2020:17:10:11,37.4,41.9,34.5,29JUN2020:17:21:34,29JUN2020:17:02:54,423.6,807,1.4770,0,57.9,59.7,55.4,29JUN2020:17:14:32,29JUN2020:17:33:52,404.2,319,85.4,111.3,423,58,290,2.684,9.843,29JUN2020:17:19:49,226.5,4508,19.884,12.76,64.4,60.4,17.212,100.8
"2020-06-29 18:59:59",1279257,44,0.009,0.010,0.8560001,0.727,0.000,51,37,29JUN2020:18:11:21,29JUN2020:18:59:51,36.3,38.1,35.1,29JUN2020:18:02:04,29JUN2020:18:00:01,426.4,269.8,0.5590,0,57.0,59.7,54.0,29JUN2020:18:59:02,29JUN2020:18:14:32,382.6,310.8,85.4,31.71,141.2,56,281,1.790,7.606,29JUN2020:18:05:25,37.77,4410,19.200,12.46,56.3,48.4,19.325,100.9
"2020-06-29 19:59:59",1279257,55,0.002,0.003,0.227,0.815,0.000,62,49,29JUN2020:19:03:21,29JUN2020:19:32:41,39.2,40.6,36.7,29JUN2020:19:03:44,29JUN2020:19:20:44,428.0,85.6,0.2110,0,52.9,56.5,51.4,29JUN2020:19:29:12,29JUN2020:19:02:32,368.4,315.6,85.4,11.05,41.32,32,45,3.803,11.408,29JUN2020:19:03:21,-22.54,4364,19.449,12.42,50.9,,19.449,100.9
"2020-06-29 20:59:59",1279257,57,0.001,0.001,0.001,0.780,0.000,59,55,29JUN2020:20:46:51,29JUN2020:20:24:11,38.1,38.7,37.4,29JUN2020:20:48:24,29JUN2020:20:24:14,428.3,-1.781,0.0030,0,52.7,53.6,51.8,29JUN2020:20:50:32,29JUN2020:20:44:52,361.9,301.9,85.4,1.751,0.108,35,52,2.908,8.948,29JUN2020:20:02:19,-61.6,4345,19.884,12.38,48.0,-193.9,19.387,100.8
"2020-06-29 21:59:59",1279257,63,0.000,0.000,0,0.795,0.000,68,57,29JUN2020:21:19:21,29JUN2020:21:50:51,38.7,40.1,37.2,29JUN2020:21:18:54,29JUN2020:21:49:24,436.6,-3.598,0.0000,0,51.1,53.2,49.5,29JUN2020:21:53:02,29JUN2020:21:15:42,355,298.1,85.4,1.686,0,58,153,1.566,9.395,29JUN2020:21:07:15,-58.55,4344,19.884,12.36,45.3,25.5,19.511,100.9
"2020-06-29 23:59:59",1279257,69,0.000,0.000,0,0.832,0.000,75,63,29JUN2020:23:59:01,29JUN2020:23:02:21,39.7,42.4,38.5,29JUN2020:23:49:14,29JUN2020:23:02:24,440.7,-3.598,0.0000,0,50.0,50.9,48.9,29JUN2020:23:03:42,29JUN2020:23:56:02,362.8,343.3,85.5,1.334,0,35,80,2.013,6.040,29JUN2020:23:13:06,-20.85,4318,19.822,12.28,49.1,49.6,19.511,100.9
"2020-06-30 00:59:59",1279257,75,0.000,-0.001,0,0.905,0.016,86,64,30JUN2020:00:00:01,30JUN2020:00:56:51,41.9,44.6,38.7,30JUN2020:00:00:01,30JUN2020:00:53:24,446.5,-3.599,0.0000,0,49.3,51.1,47.3,30JUN2020:00:53:22,30JUN2020:00:01:52,363.2,349.6,85.5,1.887,0,55,305,1.342,6.040,30JUN2020:00:39:11,-15.54,4306,12.614,12.25,49.3,50.0,14.167,101.0
"2020-06-30 01:59:59",1279257,86,-0.001,-0.001,0,0.994,0.031,88,84,30JUN2020:01:06:51,30JUN2020:01:54:11,44.4,45.1,43.7,30JUN2020:01:06:44,30JUN2020:01:25:24,437.0,-3.598,0.0000,0,47.8,49.3,46.9,30JUN2020:01:51:12,30JUN2020:01:01:42,361.1,355.3,85.5,2.088,0,37,55,2.461,6.487,30JUN2020:01:44:06,-7.846,4290,3.418,12.18,48.7,49.3,14.043,100.9
"2020-06-30 02:59:59",1279257,89,-0.001,-0.001,0,0.986,0.031,90,87,30JUN2020:02:00:41,30JUN2020:02:56:01,44.2,44.8,43.7,30JUN2020:02:34:44,30JUN2020:02:10:24,428.8,-3.598,0.0000,0,46.9,48.2,45.9,30JUN2020:02:52:22,30JUN2020:02:03:42,358.6,353.4,85.5,1.835,0,60,45,2.237,6.711,30JUN2020:02:42:39,-7.07,4274,10.315,12.13,47.7,48.6,11.992,100.9
"2020-06-30 03:59:59",1279257,90,-0.001,-0.001,0,0.981,0.028,91,89,30JUN2020:03:54:01,30JUN2020:03:47:51,44.1,44.6,43.7,30JUN2020:03:03:04,30JUN2020:03:49:14,429.0,-3.598,0.0000,0,46.6,47.7,45.5,30JUN2020:03:17:02,30JUN2020:03:53:32,358.4,352.2,85.5,1.848,0.053,77,269,1.342,5.369,30JUN2020:03:16:53,-7.979,4268,19.884,12.17,47.8,48.4,14.167,100.9
"2020-06-30 04:59:59",1279257,88,-0.001,-0.001,0,0.973,0.000,91,84,30JUN2020:04:50:11,30JUN2020:04:14:31,43.9,45.0,42.8,30JUN2020:04:50:14,30JUN2020:04:14:34,431.7,-3.164,0.0010,0,46.9,48.0,46.4,30JUN2020:04:16:22,30JUN2020:04:28:52,359.4,353,85.5,1.869,0.071,40,302,0.895,3.132,30JUN2020:04:21:03,-8.19,4261,19.884,12.14,48.0,48.6,19.884,101.0
"2020-06-30 05:59:59",1279257,83,0.000,0.000,0.127,0.967,0.000,89,78,30JUN2020:05:37:41,30JUN2020:05:03:41,43.7,44.4,42.1,30JUN2020:05:37:14,30JUN2020:05:23:34,432.9,16.08,0.0360,0,47.8,49.8,46.2,30JUN2020:05:02:22,30JUN2020:05:35:42,361.3,354.6,85.6,4.027,9.45,54,72,1.118,4.474,30JUN2020:05:34:17,-1.271,4259,19.884,12.09,48.6,49.3,19.884,101.1
"2020-06-30 06:59:59",1279257,81,0.000,0.000,0.701,0.966,0.000,87,75,30JUN2020:06:10:21,30JUN2020:06:35:01,43.7,45.7,42.1,30JUN2020:06:10:34,30JUN2020:06:35:34,432.0,135.5,0.2590,0,49.1,50.2,48.0,30JUN2020:06:29:22,30JUN2020:06:20:52,369.1,360.9,85.6,17.24,67.61,61,318,1.118,4.474,30JUN2020:06:06:53,42.21,4285,19.884,12.12,51.4,52.3,19.697,101.1
"2020-06-30 07:59:59",1279257,80,0.002,0.002,1.39,0.980,0.000,82,78,30JUN2020:07:26:31,30JUN2020:07:55:11,44.1,45.3,43.0,30JUN2020:07:10:04,30JUN2020:07:55:14,428.3,234.7,0.4280,0,49.3,51.3,48.0,30JUN2020:07:57:52,30JUN2020:07:52:22,374.8,365.4,85.7,27.09,112.8,55,269,1.118,4.250,30JUN2020:07:58:56,76.28,4311,17.958,12.16,53.6,54.1,18.641,101.2
"2020-06-30 08:59:59",1279257,70,0.003,0.003,2.067,0.910,0.000,80,60,30JUN2020:08:45:01,30JUN2020:08:02:11,42.1,44.6,39.7,30JUN2020:08:45:14,30JUN2020:08:02:14,422.8,789.5,1.3640,0,51.8,55.9,48.7,30JUN2020:08:02:12,30JUN2020:08:55:42,395.7,382.2,85.7,89.9,397.8,65,167,1.342,4.698,30JUN2020:08:56:43,294.4,4518,19.884,12.45,61.5,60.4,19.263,101.2
"2020-06-30 09:59:59",1279257,57,0.009,0.009,2.676,0.853,0.000,62,53,30JUN2020:09:08:31,30JUN2020:09:00:21,40.5,43.5,38.7,30JUN2020:09:50:04,30JUN2020:09:12:24,422.4,846,1.4790,0,54.3,57.4,53.1,30JUN2020:09:26:02,30JUN2020:09:09:42,406.5,387.8,85.7,92,420.7,61,282,1.566,8.948,30JUN2020:09:20:07,310,4567,19.884,12.88,66.2,63.5,19.449,101.2
"2020-06-30 10:59:59",1279257,54,0.010,0.011,3.159,0.868,0.000,58,50,30JUN2020:10:45:01,30JUN2020:10:01:11,40.8,43.0,39.0,30JUN2020:10:31:54,30JUN2020:10:58:44,421.5,1317,2.2200,0,55.9,59.0,54.0,30JUN2020:10:06:02,30JUN2020:10:58:32,421.1,352.4,85.7,136.6,650.2,70,265,1.790,6.935,30JUN2020:10:49:13,444.9,4637,18.082,13.03,70.7,69.6,18.828,101.2
"2020-06-30 11:59:59",1279257,55,0.015,0.016,3.466,0.937,0.000,61,48,30JUN2020:11:09:21,30JUN2020:11:59:51,42.8,44.4,40.5,30JUN2020:11:09:44,30JUN2020:11:38:54,420.5,926,1.5790,0,57.2,59.7,55.8,30JUN2020:11:57:02,30JUN2020:11:00:42,413,366.5,85.7,93.4,445.8,77,304,2.684,10.961,30JUN2020:11:36:07,305.9,4625,19.014,13.25,66.2,67.3,18.828,101.2
"2020-06-30 12:59:59",1279257,61,0.011,0.013,3.574,0.978,0.000,64,57,30JUN2020:12:29:11,30JUN2020:12:40:41,43.9,46.2,42.6,30JUN2020:12:29:24,30JUN2020:12:40:44,420.6,674.2,1.1560,0,56.8,58.8,55.8,30JUN2020:12:03:42,30JUN2020:12:52:42,402.6,369,85.7,69.2,316.5,79,299,2.684,8.724,30JUN2020:12:44:11,213.7,4618,18.268,12.76,63.3,63.5,18.144,101.2
"2020-06-30 13:59:59",1279257,67,0.009,0.010,3.488,1.110,0.008,76,58,30JUN2020:13:00:41,30JUN2020:13:46:21,47.3,49.3,43.2,30JUN2020:13:00:54,30JUN2020:13:48:54,420.1,972,1.6550,0,55.6,58.3,54.0,30JUN2020:13:41:12,30JUN2020:13:59:02,406.3,390.6,85.8,98.8,460.3,72,293,2.461,8.053,30JUN2020:13:59:28,345.8,4605,16.963,12.73,65.3,,16.466,101.3
"2020-06-30 14:59:59",1279257,59,0.011,0.012,3.203,1.020,0.000,66,51,30JUN2020:14:42:31,30JUN2020:14:02:11,45.1,48.2,43.2,30JUN2020:14:45:54,30JUN2020:14:02:24,420.3,1454,2.4310,0,59.0,61.9,56.5,30JUN2020:14:02:52,30JUN2020:14:39:32,433.8,364,85.7,152.1,718.9,74,110,2.237,10.066,30JUN2020:14:44:30,497,4622,18.828,13.24,75.0,72.9,19.076,101.2
"2020-06-30 15:59:59",1279257,52,0.016,0.017,2.777,0.965,0.000,58,46,30JUN2020:15:23:01,30JUN2020:15:00:01,43.7,46.2,41.7,30JUN2020:15:35:44,30JUN2020:15:31:44,419.7,1034,1.7550,0,60.8,63.0,58.8,30JUN2020:15:00:22,30JUN2020:15:30:22,427,355.7,85.7,111.2,511.5,78,297,2.013,6.487,30JUN2020:15:02:13,328.8,4618,19.884,13.25,70.0,72.3,19.325,101.2
"2020-06-30 16:59:59",1279257,62,0.011,0.013,2.205,0.978,0.000,73,50,30JUN2020:16:12:11,30JUN2020:16:57:11,44.1,46.0,42.1,30JUN2020:16:12:14,30JUN2020:16:58:04,422.5,257.4,0.4440,0,58.1,61.5,53.1,30JUN2020:16:51:32,30JUN2020:16:19:42,395.3,361.4,85.8,24.2,116.1,58,22,3.132,12.751,30JUN2020:16:42:38,58.01,4489,19.884,12.58,60.1,,19.200,101.3
"2020-06-30 17:59:59",1279257,67,0.004,0.006,1.535,0.976,0.000,74,61,30JUN2020:17:48:51,30JUN2020:17:07:11,43.9,45.9,42.4,30JUN2020:17:49:24,30JUN2020:17:00:04,424.1,167.9,0.3090,0,54.5,56.5,52.3,30JUN2020:17:05:42,30JUN2020:17:59:42,381.4,353.9,85.7,19.6,79.12,34,53,3.803,10.961,30JUN2020:17:00:53,32.03,4387,19.884,12.48,55.6,-44.3,18.765,101.2
"2020-06-30 18:59:59",1279257,59,0.003,0.004,0.841,0.959,0.000,64,54,30JUN2020:18:59:41,30JUN2020:18:03:11,43.5,45.5,42.4,30JUN2020:18:10:14,30JUN2020:18:55:54,423.4,229.5,0.5200,0,56.7,58.3,55.6,30JUN2020:18:04:52,30JUN2020:18:55:32,385,347.3,85.7,29.47,132.6,49,84,2.684,11.408,30JUN2020:18:23:10,65.39,4375,19.884,12.47,56.8,35.1,19.138,101.2
