"VIDEO","TOTAL_COUNT","UPWARD","DOWNWARD","LATERAL","WINDOW","OVERLAP"
"192_168_4_5-2020-07-02_21-00-01","123.0","48.0","71.0","4.0","13","1"
"192_168_4_5-2020-06-26_18-00-01","851.0","311.0","364.0","176.0","27","5"
"192_168_4_5-2020-07-10_15-00-01","5163.0","1973.0","2223.0","967.0","25","17"
"192_168_4_5-2020-06-23_23-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-29_18-30-01","385.0","135.0","163.0","87.0","25","5"
"192_168_4_5-2020-07-11_10-00-01","299.0","101.0","176.0","22.0","23","1"
"192_168_4_5-2020-07-06_21-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-04_16-30-01","3008.0","1142.0","1349.0","517.0","27","11"
"192_168_4_5-2020-06-22_19-45-02","720.0","286.0","296.0","138.0","23","1"
"192_168_4_5-2020-07-08_10-00-02","1068.0","466.0","487.0","115.0","21","5"
"192_168_4_5-2020-07-03_12-15-01","5441.0","2196.0","2269.0","976.0","25","15"
"192_168_4_5-2020-07-03_16-30-01","3308.0","1379.0","1463.0","466.0","27","11"
"192_168_4_5-2020-06-30_08-00-01","77.0","24.0","37.0","16.0","13","1"
"192_168_4_5-2020-07-08_13-30-01","2553.0","1002.0","1060.0","491.0","25","9"
"192_168_4_5-2020-06-23_14-30-02","1364.0","594.0","639.0","131.0","25","3"
"192_168_4_5-2020-07-12_09-00-01","469.0","167.0","247.0","55.0","23","1"
"192_168_4_5-2020-07-17_13-00-01","1134.0","542.0","485.0","107.0","27","9"
"192_168_4_5-2020-07-05_14-30-01","955.0","403.0","467.0","85.0","23","1"
"192_168_4_5-2020-07-16_17-00-02","4495.0","1984.0","2092.0","419.0","27","13"
"192_168_4_5-2020-06-27_07-00-01","128.0","45.0","45.0","38.0","21","5"
"192_168_4_5-2020-06-26_21-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-02_12-30-01","1194.0","566.0","540.0","88.0","23","1"
"192_168_4_5-2020-06-25_18-15-01","886.0","380.0","392.0","114.0","25","3"
"192_168_4_5-2020-06-23_23-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-01_20-30-01","785.0","308.0","367.0","110.0","21","3"
"192_168_4_5-2020-06-25_10-15-01","1180.0","374.0","466.0","340.0","21","5"
"192_168_4_5-2020-06-26_09-15-01","579.0","225.0","249.0","105.0","23","1"
"192_168_4_5-2020-07-05_12-30-02","1985.0","819.0","880.0","286.0","21","3"
"192_168_4_5-2020-07-09_11-45-01","804.0","345.0","415.0","44.0","23","1"
"192_168_4_5-2020-07-13_21-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-17_12-30-01","2387.0","1096.0","1127.0","164.0","27","13"
"192_168_4_5-2020-06-24_18-00-01","2042.0","869.0","838.0","335.0","27","11"
"192_168_4_5-2020-06-30_21-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-13_17-30-01","1494.0","581.0","660.0","253.0","27","11"
"192_168_4_5-2020-07-01_23-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-28_20-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-22_14-45-01","1255.0","496.0","614.0","145.0","25","1"
"192_168_4_5-2020-06-24_09-45-01","854.0","388.0","357.0","109.0","23","1"
"192_168_4_5-2020-07-10_08-30-02","121.0","49.0","56.0","16.0","23","1"
"192_168_4_5-2020-07-13_07-15-01","370.0","177.0","169.0","24.0","17","1"
"192_168_4_5-2020-07-18_12-15-01","812.0","390.0","366.0","56.0","23","1"
"192_168_4_5-2020-07-14_10-45-02","560.0","252.0","288.0","20.0","23","1"
"192_168_4_5-2020-07-02_17-30-01","985.0","381.0","442.0","162.0","27","9"
"192_168_4_5-2020-07-05_15-15-01","836.0","341.0","382.0","113.0","27","9"
"192_168_4_5-2020-07-09_11-15-01","1038.0","426.0","461.0","151.0","25","1"
"192_168_4_5-2020-07-06_11-45-01","594.0","246.0","269.0","79.0","23","1"
"192_168_4_5-2020-06-22_16-45-01","3318.0","1334.0","1564.0","420.0","27","13"
"192_168_4_5-2020-07-09_11-00-01","981.0","396.0","484.0","101.0","21","5"
"192_168_4_5-2020-07-04_08-45-01","722.0","225.0","373.0","124.0","21","5"
"192_168_4_5-2020-07-02_13-30-01","846.0","367.0","379.0","100.0","23","1"
"192_168_4_5-2020-07-18_09-00-01","283.0","92.0","168.0","23.0","23","1"
"192_168_4_5-2020-07-04_13-15-01","2277.0","1007.0","1046.0","224.0","27","11"
"192_168_4_5-2020-06-24_23-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-10_15-15-02","536.0","209.0","217.0","110.0","27","9"
"192_168_4_5-2020-07-14_12-15-01","1922.0","796.0","895.0","231.0","21","5"
"192_168_4_5-2020-06-27_17-45-01","1472.0","436.0","653.0","383.0","25","7"
"192_168_4_5-2020-06-22_13-15-01","1060.0","462.0","463.0","135.0","23","3"
"192_168_4_5-2020-07-08_21-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-22_22-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-08_17-30-01","1347.0","510.0","594.0","243.0","27","9"
"192_168_4_5-2020-07-10_09-45-01","246.0","76.0","140.0","30.0","23","1"
"192_168_4_5-2020-06-26_08-15-01","543.0","177.0","227.0","139.0","21","3"
"192_168_4_5-2020-06-29_11-30-01","22.0","3.0","4.0","15.0","13","1"
"192_168_4_5-2020-06-28_12-30-01","1253.0","533.0","559.0","161.0","25","1"
"192_168_4_5-2020-06-28_07-45-01","383.0","135.0","170.0","78.0","23","1"
"192_168_4_5-2020-07-04_23-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-01_07-30-01","34.0","19.0","9.0","6.0","13","1"
"192_168_4_5-2020-07-01_22-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-05_19-45-01","1500.0","541.0","682.0","277.0","25","3"
"192_168_4_5-2020-07-11_14-45-01","920.0","333.0","354.0","233.0","25","3"
"192_168_4_5-2020-06-28_07-15-01","722.0","287.0","344.0","91.0","17","5"
"192_168_4_5-2020-07-09_22-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-11_21-00-01","1097.0","443.0","482.0","172.0","13","1"
"192_168_4_5-2020-07-05_07-30-01","688.0","253.0","318.0","117.0","21","5"
"192_168_4_5-2020-07-17_23-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-25_23-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-24_08-15-01","748.0","291.0","357.0","100.0","21","3"
"192_168_4_5-2020-07-17_14-45-01","994.0","410.0","364.0","220.0","27","1"
"192_168_4_5-2020-07-13_15-00-01","830.0","373.0","407.0","50.0","25","7"
"192_168_4_5-2020-06-28_20-45-02","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-05_14-45-02","1201.0","424.0","462.0","315.0","25","3"
"192_168_4_5-2020-06-24_15-00-01","1505.0","455.0","574.0","476.0","25","11"
"192_168_4_5-2020-07-06_07-30-01","500.0","159.0","238.0","103.0","17","5"
"192_168_4_5-2020-07-16_14-30-01","585.0","202.0","235.0","148.0","25","5"
"192_168_4_5-2020-07-01_22-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-24_14-00-01","1108.0","393.0","494.0","221.0","21","5"
"192_168_4_5-2020-07-01_21-00-01","158.0","69.0","78.0","11.0","13","1"
"192_168_4_5-2020-06-23_11-15-01","841.0","349.0","376.0","116.0","25","3"
"192_168_4_5-2020-07-07_18-15-01","9660.0","3784.0","4441.0","1435.0","25","17"
"192_168_4_5-2020-07-14_13-30-02","1366.0","568.0","611.0","187.0","25","7"
"192_168_4_5-2020-06-22_18-45-01","818.0","289.0","474.0","55.0","27","9"
"192_168_4_5-2020-07-10_10-00-01","530.0","231.0","279.0","20.0","23","1"
"192_168_4_5-2020-07-08_23-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-30_19-00-01","189.0","56.0","57.0","76.0","25","5"
"192_168_4_5-2020-07-05_09-30-01","744.0","265.0","305.0","174.0","25","3"
"192_168_4_5-2020-07-15_22-15-02","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-01_12-30-01","1186.0","495.0","506.0","185.0","25","3"
"192_168_4_5-2020-06-23_18-00-01","1447.0","575.0","627.0","245.0","27","11"
"192_168_4_5-2020-07-10_09-30-01","159.0","36.0","104.0","19.0","23","1"
"192_168_4_5-2020-07-04_23-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-06_10-30-01","318.0","111.0","179.0","28.0","23","1"
"192_168_4_5-2020-07-17_20-00-01","1233.0","343.0","455.0","435.0","25","3"
"192_168_4_5-2020-07-08_18-30-01","927.0","384.0","440.0","103.0","27","7"
"192_168_4_5-2020-07-01_08-00-01","1335.0","504.0","502.0","329.0","13","3"
"192_168_4_5-2020-07-02_13-00-01","879.0","367.0","330.0","182.0","23","1"
"192_168_4_5-2020-07-05_23-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-07_22-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-26_16-45-01","2538.0","1011.0","1097.0","430.0","27","11"
"192_168_4_5-2020-07-01_16-30-01","1188.0","474.0","548.0","166.0","27","9"
"192_168_4_5-2020-07-15_08-15-01","589.0","264.0","298.0","27.0","17","3"
"192_168_4_5-2020-07-08_17-15-01","2362.0","986.0","1094.0","282.0","27","11"
"192_168_4_5-2020-06-29_10-15-01","120.0","49.0","52.0","19.0","13","1"
"192_168_4_5-2020-06-26_17-30-01","2106.0","734.0","718.0","654.0","25","9"
"192_168_4_5-2020-07-14_22-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-30_22-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-27_23-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-26_12-45-01","1447.0","587.0","647.0","213.0","21","3"
"192_168_4_5-2020-07-14_16-45-01","2867.0","1291.0","1289.0","287.0","27","13"
"192_168_4_5-2020-07-02_14-45-01","698.0","295.0","304.0","99.0","23","1"
"192_168_4_5-2020-07-02_15-15-01","1089.0","520.0","498.0","71.0","27","9"
"192_168_4_5-2020-07-03_21-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-17_11-15-01","545.0","146.0","234.0","165.0","23","1"
"192_168_4_5-2020-07-05_19-15-01","1121.0","439.0","496.0","186.0","27","1"
"192_168_4_5-2020-07-02_22-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-10_17-00-01","3668.0","1605.0","1627.0","436.0","27","11"
"192_168_4_5-2020-07-13_16-30-01","1552.0","573.0","725.0","254.0","27","9"
"192_168_4_5-2020-07-17_07-30-02","257.0","114.0","93.0","50.0","15","5"
"192_168_4_5-2020-06-28_14-00-01","776.0","320.0","330.0","126.0","25","3"
"192_168_4_5-2020-06-29_13-30-01","160.0","67.0","59.0","34.0","13","1"
"192_168_4_5-2020-06-27_23-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-15_15-45-01","828.0","334.0","371.0","123.0","27","9"
"192_168_4_5-2020-07-07_15-30-01","972.0","347.0","445.0","180.0","27","9"
"192_168_4_5-2020-07-17_16-30-01","2072.0","861.0","947.0","264.0","27","11"
"192_168_4_5-2020-07-14_10-30-01","439.0","190.0","219.0","30.0","23","1"
"192_168_4_5-2020-07-10_17-45-01","1290.0","541.0","575.0","174.0","27","1"
"192_168_4_5-2020-06-22_15-30-01","2965.0","1175.0","1428.0","362.0","27","11"
"192_168_4_5-2020-07-01_08-30-01","1009.0","236.0","281.0","492.0","17","3"
"192_168_4_5-2020-07-06_16-00-01","1353.0","542.0","655.0","156.0","27","7"
"192_168_4_5-2020-06-25_21-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-27_14-30-01","2963.0","1237.0","1339.0","387.0","25","9"
"192_168_4_5-2020-06-28_10-15-02","772.0","312.0","308.0","152.0","23","1"
"192_168_4_5-2020-07-03_08-15-01","543.0","239.0","228.0","76.0","23","1"
"192_168_4_5-2020-07-06_21-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-09_13-00-01","993.0","442.0","431.0","120.0","25","5"
"192_168_4_5-2020-06-30_09-00-01","120.0","51.0","53.0","16.0","13","1"
"192_168_4_5-2020-07-02_16-45-01","3136.0","1377.0","1337.0","422.0","27","13"
"192_168_4_5-2020-06-29_12-45-02","35.0","11.0","3.0","21.0","13","1"
"192_168_4_5-2020-07-18_10-15-01","454.0","180.0","226.0","48.0","23","3"
"192_168_4_5-2020-07-12_16-00-01","2702.0","1036.0","1367.0","299.0","27","13"
"192_168_4_5-2020-07-13_22-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-14_09-45-01","1315.0","503.0","589.0","223.0","21","5"
"192_168_4_5-2020-07-10_07-45-01","562.0","211.0","232.0","119.0","15","5"
"192_168_4_5-2020-06-30_22-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-06_09-15-01","303.0","76.0","188.0","39.0","23","1"
"192_168_4_5-2020-06-29_12-30-01","333.0","45.0","63.0","225.0","13","1"
"192_168_4_5-2020-06-23_13-00-01","976.0","421.0","419.0","136.0","25","3"
"192_168_4_5-2020-07-05_13-15-01","1365.0","513.0","565.0","287.0","25","1"
"192_168_4_5-2020-06-28_08-15-01","1049.0","383.0","424.0","242.0","21","5"
"192_168_4_5-2020-06-27_08-15-01","911.0","342.0","416.0","153.0","21","3"
"192_168_4_5-2020-07-17_15-15-01","674.0","244.0","268.0","162.0","27","9"
"192_168_4_5-2020-07-07_14-45-01","1159.0","480.0","545.0","134.0","25","1"
"192_168_4_5-2020-07-16_11-00-01","1197.0","458.0","487.0","252.0","21","5"
"192_168_4_5-2020-07-07_11-15-01","1440.0","560.0","587.0","293.0","27","11"
"192_168_4_5-2020-06-23_22-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-09_09-15-01","465.0","181.0","165.0","119.0","21","5"
"192_168_4_5-2020-06-30_07-00-01","24.0","6.0","8.0","10.0","13","1"
"192_168_4_5-2020-06-24_23-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-01_21-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-03_18-15-01","933.0","339.0","337.0","257.0","27","5"
"192_168_4_5-2020-07-10_12-00-01","1695.0","665.0","798.0","232.0","25","11"
"192_168_4_5-2020-06-29_21-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-23_08-30-01","874.0","283.0","309.0","282.0","21","5"
"192_168_4_5-2020-07-17_13-30-01","1666.0","732.0","808.0","126.0","27","9"
"192_168_4_5-2020-07-04_11-15-01","1258.0","491.0","550.0","217.0","25","5"
"192_168_4_5-2020-07-02_21-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-24_08-00-01","1198.0","450.0","471.0","277.0","21","5"
"192_168_4_5-2020-06-23_22-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-03_13-30-01","2489.0","899.0","989.0","601.0","25","11"
"192_168_4_5-2020-07-08_23-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-30_16-30-01","784.0","282.0","374.0","128.0","25","3"
"192_168_4_5-2020-07-12_17-15-01","2067.0","832.0","944.0","291.0","27","11"
"192_168_4_5-2020-07-07_12-30-01","1877.0","853.0","868.0","156.0","21","3"
"192_168_4_5-2020-07-10_15-30-02","936.0","391.0","442.0","103.0","27","5"
"192_168_4_5-2020-07-15_22-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-07_19-30-01","884.0","276.0","431.0","177.0","27","9"
"192_168_4_5-2020-06-28_12-15-01","682.0","287.0","292.0","103.0","25","1"
"192_168_4_5-2020-06-23_16-30-01","1637.0","686.0","757.0","194.0","27","9"
"192_168_4_5-2020-07-09_07-30-01","42.0","17.0","21.0","4.0","13","3"
"192_168_4_5-2020-06-27_22-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-16_12-00-01","638.0","244.0","322.0","72.0","23","1"
"192_168_4_5-2020-06-24_09-15-01","1056.0","337.0","430.0","289.0","21","5"
"192_168_4_5-2020-07-09_14-30-02","1307.0","555.0","598.0","154.0","25","3"
"192_168_4_5-2020-07-02_10-30-01","923.0","355.0","383.0","185.0","21","5"
"192_168_4_5-2020-06-28_21-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-25_07-30-01","865.0","280.0","319.0","266.0","21","5"
"192_168_4_5-2020-07-05_11-30-01","3066.0","1244.0","1320.0","502.0","25","13"
"192_168_4_5-2020-07-03_07-00-01","834.0","383.0","363.0","88.0","21","5"
"192_168_4_5-2020-07-04_09-15-01","611.0","234.0","304.0","73.0","23","1"
"192_168_4_5-2020-07-11_10-30-02","1444.0","640.0","669.0","135.0","21","5"
"192_168_4_5-2020-07-02_09-45-01","893.0","336.0","367.0","190.0","21","5"
"192_168_4_5-2020-07-03_14-30-01","1984.0","795.0","815.0","374.0","25","7"
"192_168_4_5-2020-07-17_22-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-05_15-00-01","1293.0","530.0","586.0","177.0","27","5"
"192_168_4_5-2020-07-05_11-00-01","1107.0","402.0","436.0","269.0","25","1"
"192_168_4_5-2020-07-06_15-45-01","3165.0","1354.0","1404.0","407.0","27","11"
"192_168_4_5-2020-07-08_10-30-01","341.0","106.0","116.0","119.0","23","1"
"192_168_4_5-2020-07-15_18-15-01","1348.0","480.0","588.0","280.0","27","5"
"192_168_4_5-2020-07-08_08-30-01","204.0","70.0","98.0","36.0","23","1"
"192_168_4_5-2020-07-12_20-15-02","976.0","211.0","389.0","376.0","25","5"
"192_168_4_5-2020-07-13_19-45-01","1713.0","488.0","941.0","284.0","25","11"
"192_168_4_5-2020-07-10_18-00-01","1576.0","666.0","672.0","238.0","27","9"
"192_168_4_5-2020-06-27_14-45-01","1146.0","473.0","525.0","148.0","25","5"
"192_168_4_5-2020-07-12_12-00-01","890.0","384.0","439.0","67.0","25","5"
"192_168_4_5-2020-06-28_10-30-02","914.0","323.0","339.0","252.0","21","5"
"192_168_4_5-2020-07-10_10-45-02","942.0","374.0","441.0","127.0","25","1"
"192_168_4_5-2020-07-17_10-00-01","533.0","177.0","277.0","79.0","23","1"
"192_168_4_5-2020-07-10_21-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-14_20-15-02","359.0","35.0","216.0","108.0","23","3"
"192_168_4_5-2020-07-06_19-45-01","1003.0","299.0","502.0","202.0","25","5"
"192_168_4_5-2020-07-04_22-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-16_19-45-01","1241.0","410.0","531.0","300.0","25","5"
"192_168_4_5-2020-06-29_07-45-01","50.0","18.0","19.0","13.0","13","3"
"192_168_4_5-2020-06-30_18-15-01","213.0","68.0","72.0","73.0","13","5"
"192_168_4_5-2020-06-22_21-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-13_16-45-01","2557.0","1127.0","1125.0","305.0","27","11"
"192_168_4_5-2020-07-11_15-15-01","1308.0","552.0","538.0","218.0","27","3"
"192_168_4_5-2020-07-15_09-30-01","395.0","125.0","212.0","58.0","21","3"
"192_168_4_5-2020-07-08_22-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-08_16-00-01","2957.0","1163.0","1420.0","374.0","27","11"
"192_168_4_5-2020-06-22_20-45-01","1266.0","477.0","477.0","312.0","21","3"
"192_168_4_5-2020-06-24_22-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-05_12-45-01","1749.0","765.0","811.0","173.0","21","5"
"192_168_4_5-2020-06-26_13-15-01","1120.0","491.0","467.0","162.0","25","3"
"192_168_4_5-2020-07-03_13-45-01","3110.0","1370.0","1409.0","331.0","25","13"
"192_168_4_5-2020-06-28_09-15-01","765.0","297.0","288.0","180.0","17","5"
"192_168_4_5-2020-07-12_16-45-01","2432.0","973.0","1078.0","381.0","27","11"
"192_168_4_5-2020-06-23_21-00-02","2512.0","1077.0","1064.0","371.0","13","5"
"192_168_4_5-2020-07-15_08-00-01","332.0","127.0","179.0","26.0","17","3"
"192_168_4_5-2020-07-05_13-00-01","6614.0","2847.0","2994.0","773.0","25","17"
"192_168_4_5-2020-07-01_07-15-01","807.0","335.0","342.0","130.0","13","5"
"192_168_4_5-2020-06-28_22-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-13_22-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-09_08-45-01","211.0","94.0","78.0","39.0","21","3"
"192_168_4_5-2020-06-27_15-45-01","3153.0","1314.0","1454.0","385.0","27","13"
"192_168_4_5-2020-06-29_15-15-01","872.0","375.0","415.0","82.0","23","1"
"192_168_4_5-2020-06-24_10-00-01","719.0","267.0","293.0","159.0","23","1"
"192_168_4_5-2020-06-25_12-30-01","1005.0","401.0","397.0","207.0","27","1"
"192_168_4_5-2020-07-10_13-30-01","1341.0","599.0","567.0","175.0","25","1"
"192_168_4_5-2020-06-30_18-30-01","411.0","134.0","121.0","156.0","13","5"
"192_168_4_5-2020-06-29_23-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-11_14-30-01","906.0","379.0","387.0","140.0","25","1"
"192_168_4_5-2020-07-11_22-30-02","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-13_08-00-01","792.0","339.0","353.0","100.0","21","3"
"192_168_4_5-2020-07-17_19-00-01","1856.0","663.0","910.0","283.0","25","9"
"192_168_4_5-2020-07-08_20-00-01","777.0","235.0","391.0","151.0","23","1"
"192_168_4_5-2020-06-30_09-15-01","1024.0","428.0","420.0","176.0","13","3"
"192_168_4_5-2020-07-07_22-45-02","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-11_20-45-01","0.0","0.0","0.0","0.0","21","1"
"192_168_4_5-2020-07-11_07-30-01","247.0","114.0","107.0","26.0","23","1"
"192_168_4_5-2020-06-24_17-00-01","2601.0","1012.0","1195.0","394.0","27","11"
"192_168_4_5-2020-06-28_15-45-01","648.0","260.0","257.0","131.0","25","1"
"192_168_4_5-2020-06-29_16-00-01","5436.0","2114.0","2495.0","827.0","25","17"
"192_168_4_5-2020-07-16_14-45-02","582.0","238.0","299.0","45.0","25","7"
"192_168_4_5-2020-07-05_10-15-01","304.0","126.0","159.0","19.0","23","3"
"192_168_4_5-2020-06-25_18-00-02","1466.0","529.0","617.0","320.0","25","9"
"192_168_4_5-2020-07-06_18-15-01","1346.0","364.0","560.0","422.0","25","7"
"192_168_4_5-2020-07-08_23-45-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-04_19-30-01","1948.0","831.0","825.0","292.0","27","11"
"192_168_4_5-2020-06-23_08-15-01","1108.0","406.0","411.0","291.0","21","3"
"192_168_4_5-2020-07-08_14-45-01","980.0","345.0","431.0","204.0","25","3"
"192_168_4_5-2020-06-23_10-45-01","884.0","350.0","375.0","159.0","23","1"
"192_168_4_5-2020-06-26_11-15-01","960.0","391.0","443.0","126.0","23","1"
"192_168_4_5-2020-07-04_17-15-01","3800.0","1592.0","1719.0","489.0","27","13"
"192_168_4_5-2020-07-09_09-30-02","328.0","121.0","171.0","36.0","23","1"
"192_168_4_5-2020-06-24_17-15-02","859.0","339.0","347.0","173.0","25","3"
"192_168_4_5-2020-06-23_09-15-01","641.0","234.0","239.0","168.0","23","1"
"192_168_4_5-2020-06-24_20-45-01","955.0","351.0","418.0","186.0","23","1"
"192_168_4_5-2020-07-15_21-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-07_23-15-02","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-05_16-15-01","1030.0","391.0","507.0","132.0","27","9"
"192_168_4_5-2020-07-03_21-00-01","1564.0","553.0","589.0","422.0","15","1"
"192_168_4_5-2020-07-02_12-15-01","934.0","430.0","413.0","91.0","23","1"
"192_168_4_5-2020-07-16_08-30-01","47.0","4.0","43.0","0.0","21","1"
"192_168_4_5-2020-06-22_17-30-01","925.0","360.0","397.0","168.0","27","7"
"192_168_4_5-2020-07-07_18-00-01","8266.0","3384.0","3792.0","1090.0","25","17"
"192_168_4_5-2020-07-14_15-15-01","659.0","268.0","315.0","76.0","27","9"
"192_168_4_5-2020-07-10_23-15-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-22_17-00-01","2194.0","781.0","936.0","477.0","27","13"
"192_168_4_5-2020-06-28_15-00-01","541.0","235.0","254.0","52.0","23","1"
"192_168_4_5-2020-07-15_22-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-06_23-15-02","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-22_23-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-25_10-00-01","1414.0","533.0","618.0","263.0","25","5"
"192_168_4_5-2020-07-12_21-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-10_22-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-06-22_20-30-01","681.0","249.0","254.0","178.0","23","1"
"192_168_4_5-2020-06-29_21-00-01","9.0","1.0","5.0","3.0","13","1"
"192_168_4_5-2020-07-06_23-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-07_11-45-01","1895.0","758.0","796.0","341.0","25","9"
"192_168_4_5-2020-07-12_12-15-01","1083.0","442.0","450.0","191.0","25","3"
"192_168_4_5-2020-07-15_18-45-01","2317.0","826.0","1169.0","322.0","25","11"
"192_168_4_5-2020-07-11_15-45-02","2736.0","1134.0","1344.0","258.0","27","11"
"192_168_4_5-2020-07-18_09-15-01","92.0","27.0","52.0","13.0","23","1"
"192_168_4_5-2020-06-25_20-30-02","618.0","114.0","266.0","238.0","21","3"
"192_168_4_5-2020-06-26_07-30-01","656.0","270.0","274.0","112.0","15","3"
"192_168_4_5-2020-06-30_15-15-01","1105.0","463.0","549.0","93.0","27","9"
"192_168_4_5-2020-07-04_22-30-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-16_11-45-01","505.0","160.0","252.0","93.0","23","1"
"192_168_4_5-2020-07-15_20-30-01","936.0","316.0","444.0","176.0","21","5"
"192_168_4_5-2020-06-24_08-45-01","1280.0","460.0","539.0","281.0","21","3"
"192_168_4_5-2020-07-16_08-15-01","407.0","161.0","215.0","31.0","15","1"
"192_168_4_5-2020-06-23_22-00-01","0.0","0.0","0.0","0.0","13","1"
"192_168_4_5-2020-07-15_07-45-01","120.0","53.0","53.0","14.0","13","5"
"192_168_4_5-2020-06-30_12-30-01","209.0","71.0","125.0","13.0","21","1"
"192_168_4_5-2020-07-12_11-15-01","731.0","254.0","299.0","178.0","23","1"
"192_168_4_5-2020-07-04_18-15-01","1827.0","708.0","771.0","348.0","27","7"
"192_168_4_5-2020-07-15_15-00-01","778.0","298.0","401.0","79.0","25","5"
"192_168_4_5-2020-07-02_08-15-01","705.0","290.0","298.0","117.0","23","1"
"192_168_4_5-2020-06-27_11-30-01","1161.0","491.0","503.0","167.0","25","3"
"192_168_4_5-2020-07-08_22-30-01","0.0","0.0","0.0","0.0","13","1"
